qaid	message
spam.csv_330	K.k:)apo k.good movie.
spam.csv_331	Maybe i could get book out tomo then return it immediately ..? Or something.
spam.csv_332	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
spam.csv_333	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
spam.csv_334	Valentines Day Special! Win over ï¿½1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
spam.csv_335	Ta-Daaaaa! I am home babe, are you still up ?
spam.csv_336	Cool. So how come you havent been wined and dined before?
spam.csv_337	Just sleeping..and surfing
spam.csv_338	Sorry, I'll call later
spam.csv_339	U calling me right? Call my hand phone...
spam.csv_340	Ok that's great thanx a lot.
spam.csv_341	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
spam.csv_342	Where u been hiding stranger?
spam.csv_343	Am not interested to do like that.
spam.csv_344	My sister cleared two round in birla soft yesterday.
spam.csv_345	Gudnite....tc...practice going on
spam.csv_346	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
spam.csv_347	One small prestige problem now.
spam.csv_348	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
spam.csv_349	Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
spam.csv_350	Nah can't help you there, I've never had an iphone
spam.csv_351	If you're not in my car in an hour and a half I'm going apeshit
spam.csv_352	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
spam.csv_353	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
spam.csv_354	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
spam.csv_355	Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.
spam.csv_356	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam.csv_357	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
spam.csv_358	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
spam.csv_359	Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
spam.csv_360	Ha ha cool cool chikku chikku:-):-DB-)
spam.csv_361	Oh ok no prob..
spam.csv_362	Check audrey's status right now
spam.csv_363	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
spam.csv_364	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always
spam.csv_365	Well i know Z will take care of me. So no worries.
spam.csv_366	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
spam.csv_367	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
spam.csv_368	Wat uniform? In where get?
spam.csv_369	Cool, text me when you're ready
spam.csv_370	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
spam.csv_371	I will spoil you in bed as well :)
spam.csv_372	I'm going for bath will msg you next  &lt;#&gt;  min..
spam.csv_373	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam.csv_374	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
spam.csv_375	Can you say what happen
spam.csv_376	You could have seen me..i did't recognise you Face.:)
spam.csv_377	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
spam.csv_378	Keep my payasam there if rinu brings
spam.csv_379	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
spam.csv_380	I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.
spam.csv_381	Yeah sure, give me a couple minutes to track down my wallet
spam.csv_382	Hey leave it. not a big deal:-) take care.
spam.csv_383	Hey i will be late ah... Meet you at 945+
spam.csv_384	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
spam.csv_385	It took Mr owl 3 licks
spam.csv_386	Customer place i will call you.
spam.csv_387	Mm that time you dont like fun
spam.csv_388	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam.csv_389	Yup having my lunch buffet now.. U eat already?
spam.csv_390	Huh so late... Fr dinner?
spam.csv_391	Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
spam.csv_392	Morning only i can ok.
spam.csv_393	Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
spam.csv_394	Pick you up bout 7.30ish? What time are  and that going?
spam.csv_395	From here after The performance award is calculated every two month.not for current one month period..
spam.csv_396	Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
spam.csv_397	You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.
spam.csv_398	Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.
spam.csv_399	Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam.csv_400	FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xï¿½150pw to eï¿½nd txt stop
spam.csv_401	Dear how is chechi. Did you talk to her
spam.csv_402	The hair cream has not been shipped.
spam.csv_403	None of that's happening til you get here though
spam.csv_404	Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour
spam.csv_405	Haha get used to driving to usf man, I know a lot of stoners
spam.csv_406	All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
spam.csv_407	Hello! Good week? Fancy a drink or something later?
spam.csv_408	Headin towards busetop
spam.csv_409	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam.csv_410	Come by our room at some point so we can iron out the plan for this weekend
spam.csv_411	Cos i want it to be your thing
spam.csv_412	Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... 
spam.csv_413	Bring home some Wendy =D
spam.csv_414	100 dating service cal;l 09064012103 box334sk38ch
spam.csv_415	Whatsup there. Dont u want to sleep
spam.csv_416	Alright i have a new goal now
spam.csv_417	FREE entry into our ï¿½250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam.csv_418	Alright, I'll head out in a few minutes, text me where to meet you
spam.csv_419	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
spam.csv_420	Yes:)from last week itself i'm taking live call.
spam.csv_421	Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
spam.csv_422	Siva is in hostel aha:-.
spam.csv_423	URGENT! Your Mobile number has been awarded with a ï¿½2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
spam.csv_424	Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
spam.csv_425	Ok. She'll be ok. I guess
spam.csv_426	aathi..where are you dear..
spam.csv_427	Any pain on urination any thing else?
spam.csv_428	7 at esplanade.. Do ï¿½_ mind giving me a lift cos i got no car today..
spam.csv_429	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam.csv_430	At home watching tv lor.
spam.csv_431	Does she usually take fifteen fucking minutes to respond to a yes or no question
spam.csv_432	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
spam.csv_433	Booked ticket for pongal?
spam.csv_434	You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
spam.csv_435	The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
spam.csv_436	Ask g or iouri, I've told the story like ten times already
spam.csv_437	How long does applebees fucking take
spam.csv_438	Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.
spam.csv_439	But i have to. I like to have love and arrange.
spam.csv_440	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
spam.csv_441	You were supposed to wake ME up &gt;:(
spam.csv_442	Oic... I saw him too but i tot he din c me... I found a group liao...
spam.csv_443	Sorry, I'll call later
spam.csv_444	\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
spam.csv_445	Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?
spam.csv_446	Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 
spam.csv_447	I wont get concentration dear you know you are my mind and everything :-)
spam.csv_448	LOL ... Have you made plans for new years?
spam.csv_449	10 min later k...
spam.csv_450	hanks lotsly!
spam.csv_451	Thanks for this hope you had a good day today
spam.csv_452	K:)k:)what are detail you want to transfer?acc no enough?
spam.csv_453	Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
spam.csv_454	Loan for any purpose ï¿½500 - ï¿½75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
spam.csv_455	Si si. I think ill go make those oreo truffles.
spam.csv_456	LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONï¿½ï¿½T LIKE ME LIKE THAT SO DONï¿½ï¿½T WORRY.
spam.csv_457	I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
spam.csv_458	1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya
spam.csv_459	Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
